Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_266_1167,VPWR,li1,542.5700,737.1200,1.800000
FILLER_266_1161,VPWR,li1,540.9600,737.1200,1.800000
FILLER_266_1149,VPWR,li1,536.8200,737.1200,1.800000
FILLER_266_1145,VPWR,li1,532.9100,737.1200,1.800000
FILLER_266_1133,VPWR,li1,529.4600,737.1200,1.800000
FILLER_266_1121,VPWR,li1,523.9400,737.1200,1.800000
FILLER_266_1117,VPWR,li1,520.0300,737.1200,1.800000
FILLER_266_1105,VPWR,li1,516.5800,737.1200,1.800000
FILLER_266_1093,VPWR,li1,511.0600,737.1200,1.800000
FILLER_266_1089,VPWR,li1,507.1500,737.1200,1.800000
FILLER_266_1077,VPWR,li1,503.7000,737.1200,1.800000
FILLER_266_1065,VPWR,li1,498.1800,737.1200,1.800000
FILLER_266_1061,VPWR,li1,494.2700,737.1200,1.800000
FILLER_266_1049,VPWR,li1,490.8200,737.1200,1.800000
FILLER_266_1037,VPWR,li1,485.3000,737.1200,1.800000
FILLER_266_1033,VPWR,li1,481.3900,737.1200,1.800000
FILLER_266_1021,VPWR,li1,477.9400,737.1200,1.800000
FILLER_266_1009,VPWR,li1,472.4200,737.1200,1.800000
FILLER_266_1005,VPWR,li1,468.5100,737.1200,1.800000
FILLER_266_993,VPWR,li1,465.0600,737.1200,1.800000
FILLER_266_981,VPWR,li1,459.5400,737.1200,1.800000
FILLER_266_977,VPWR,li1,455.6300,737.1200,1.800000
FILLER_266_965,VPWR,li1,452.1800,737.1200,1.800000
FILLER_266_953,VPWR,li1,446.6600,737.1200,1.800000
FILLER_266_949,VPWR,li1,442.7500,737.1200,1.800000
FILLER_266_937,VPWR,li1,439.3000,737.1200,1.800000
FILLER_266_925,VPWR,li1,433.7800,737.1200,1.800000
FILLER_266_921,VPWR,li1,429.8700,737.1200,1.800000
FILLER_266_909,VPWR,li1,426.4200,737.1200,1.800000
FILLER_266_897,VPWR,li1,420.9000,737.1200,1.800000
FILLER_266_893,VPWR,li1,416.9900,737.1200,1.800000
FILLER_266_881,VPWR,li1,413.5400,737.1200,1.800000
FILLER_266_869,VPWR,li1,408.0200,737.1200,1.800000
FILLER_266_865,VPWR,li1,404.1100,737.1200,1.800000
FILLER_266_853,VPWR,li1,400.6600,737.1200,1.800000
FILLER_266_841,VPWR,li1,395.1400,737.1200,1.800000
FILLER_266_837,VPWR,li1,391.2300,737.1200,1.800000
FILLER_266_825,VPWR,li1,387.7800,737.1200,1.800000
FILLER_266_813,VPWR,li1,382.2600,737.1200,1.800000
FILLER_266_809,VPWR,li1,378.3500,737.1200,1.800000
FILLER_266_797,VPWR,li1,374.9000,737.1200,1.800000
FILLER_266_785,VPWR,li1,369.3800,737.1200,1.800000
FILLER_266_781,VPWR,li1,365.4700,737.1200,1.800000
FILLER_266_769,VPWR,li1,362.0200,737.1200,1.800000
FILLER_266_757,VPWR,li1,356.5000,737.1200,1.800000
FILLER_266_753,VPWR,li1,352.5900,737.1200,1.800000
FILLER_266_741,VPWR,li1,349.1400,737.1200,1.800000
FILLER_266_729,VPWR,li1,343.6200,737.1200,1.800000
FILLER_266_725,VPWR,li1,339.7100,737.1200,1.800000
FILLER_266_713,VPWR,li1,336.2600,737.1200,1.800000
FILLER_266_701,VPWR,li1,330.7400,737.1200,1.800000
FILLER_266_697,VPWR,li1,326.8300,737.1200,1.800000
FILLER_266_685,VPWR,li1,323.3800,737.1200,1.800000
FILLER_266_673,VPWR,li1,317.8600,737.1200,1.800000
FILLER_266_669,VPWR,li1,313.9500,737.1200,1.800000
FILLER_266_657,VPWR,li1,310.5000,737.1200,1.800000
FILLER_266_645,VPWR,li1,304.9800,737.1200,1.800000
FILLER_266_641,VPWR,li1,301.0700,737.1200,1.800000
FILLER_266_629,VPWR,li1,297.6200,737.1200,1.800000
FILLER_266_617,VPWR,li1,292.1000,737.1200,1.800000
FILLER_266_613,VPWR,li1,288.1900,737.1200,1.800000
FILLER_266_601,VPWR,li1,284.7400,737.1200,1.800000
FILLER_266_589,VPWR,li1,279.2200,737.1200,1.800000
FILLER_266_585,VPWR,li1,275.3100,737.1200,1.800000
FILLER_266_573,VPWR,li1,271.8600,737.1200,1.800000
FILLER_266_561,VPWR,li1,266.3400,737.1200,1.800000
FILLER_266_557,VPWR,li1,262.4300,737.1200,1.800000
FILLER_266_545,VPWR,li1,258.9800,737.1200,1.800000
FILLER_266_533,VPWR,li1,253.4600,737.1200,1.800000
FILLER_266_529,VPWR,li1,249.5500,737.1200,1.800000
FILLER_266_517,VPWR,li1,246.1000,737.1200,1.800000
FILLER_266_505,VPWR,li1,240.5800,737.1200,1.800000
FILLER_266_501,VPWR,li1,236.6700,737.1200,1.800000
FILLER_266_489,VPWR,li1,233.2200,737.1200,1.800000
FILLER_266_477,VPWR,li1,227.7000,737.1200,1.800000
FILLER_266_473,VPWR,li1,223.7900,737.1200,1.800000
FILLER_266_461,VPWR,li1,220.3400,737.1200,1.800000
FILLER_266_449,VPWR,li1,214.8200,737.1200,1.800000
FILLER_266_445,VPWR,li1,210.9100,737.1200,1.800000
FILLER_266_433,VPWR,li1,207.4600,737.1200,1.800000
FILLER_266_421,VPWR,li1,201.9400,737.1200,1.800000
FILLER_266_417,VPWR,li1,198.0300,737.1200,1.800000
FILLER_266_405,VPWR,li1,194.5800,737.1200,1.800000
FILLER_266_393,VPWR,li1,189.0600,737.1200,1.800000
FILLER_266_389,VPWR,li1,185.1500,737.1200,1.800000
FILLER_266_377,VPWR,li1,181.7000,737.1200,1.800000
FILLER_266_365,VPWR,li1,176.1800,737.1200,1.800000
FILLER_266_361,VPWR,li1,172.2700,737.1200,1.800000
FILLER_266_349,VPWR,li1,168.8200,737.1200,1.800000
FILLER_266_337,VPWR,li1,163.3000,737.1200,1.800000
FILLER_266_333,VPWR,li1,159.3900,737.1200,1.800000
FILLER_266_321,VPWR,li1,155.9400,737.1200,1.800000
FILLER_266_309,VPWR,li1,150.4200,737.1200,1.800000
FILLER_266_305,VPWR,li1,146.5100,737.1200,1.800000
FILLER_266_293,VPWR,li1,143.0600,737.1200,1.800000
FILLER_266_281,VPWR,li1,137.5400,737.1200,1.800000
FILLER_266_277,VPWR,li1,133.6300,737.1200,1.800000
FILLER_266_265,VPWR,li1,130.1800,737.1200,1.800000
FILLER_266_253,VPWR,li1,124.6600,737.1200,1.800000
FILLER_266_249,VPWR,li1,120.7500,737.1200,1.800000
FILLER_266_237,VPWR,li1,117.3000,737.1200,1.800000
FILLER_266_225,VPWR,li1,111.7800,737.1200,1.800000
FILLER_266_221,VPWR,li1,107.8700,737.1200,1.800000
FILLER_266_209,VPWR,li1,104.4200,737.1200,1.800000
FILLER_266_197,VPWR,li1,98.9000,737.1200,1.800000
FILLER_266_193,VPWR,li1,94.9900,737.1200,1.800000
FILLER_266_181,VPWR,li1,91.5400,737.1200,1.800000
FILLER_266_169,VPWR,li1,86.0200,737.1200,1.800000
FILLER_266_165,VPWR,li1,82.1100,737.1200,1.800000
FILLER_266_153,VPWR,li1,78.6600,737.1200,1.800000
FILLER_266_141,VPWR,li1,73.1400,737.1200,1.800000
FILLER_266_137,VPWR,li1,69.2300,737.1200,1.800000
FILLER_266_125,VPWR,li1,65.7800,737.1200,1.800000
FILLER_266_113,VPWR,li1,60.2600,737.1200,1.800000
FILLER_266_109,VPWR,li1,56.3500,737.1200,1.800000
FILLER_266_97,VPWR,li1,52.9000,737.1200,1.800000
FILLER_266_85,VPWR,li1,47.3800,737.1200,1.800000
FILLER_266_81,VPWR,li1,43.4700,737.1200,1.800000
FILLER_266_69,VPWR,li1,40.0200,737.1200,1.800000
FILLER_266_57,VPWR,li1,34.5000,737.1200,1.800000
FILLER_266_53,VPWR,li1,30.5900,737.1200,1.800000
FILLER_266_41,VPWR,li1,27.1400,737.1200,1.800000
FILLER_266_29,VPWR,li1,21.6200,737.1200,1.800000
FILLER_266_27,VPWR,li1,18.1700,737.1200,1.800000
FILLER_266_15,VPWR,li1,15.1800,737.1200,1.800000
FILLER_266_3,VPWR,li1,9.6600,737.1200,1.800000
FILLER_265_1165,VPWR,li1,542.1100,731.6800,1.800000
FILLER_265_1157,VPWR,li1,539.5800,731.6800,1.800000
FILLER_265_1145,VPWR,li1,534.9800,731.6800,1.800000
FILLER_265_1133,VPWR,li1,529.4600,731.6800,1.800000
FILLER_265_1121,VPWR,li1,523.9400,731.6800,1.800000
FILLER_265_1119,VPWR,li1,520.4900,731.6800,1.800000
FILLER_265_1113,VPWR,li1,518.8800,731.6800,1.800000
FILLER_265_1101,VPWR,li1,514.7400,731.6800,1.800000
FILLER_265_1089,VPWR,li1,509.2200,731.6800,1.800000
FILLER_265_1077,VPWR,li1,503.7000,731.6800,1.800000
FILLER_265_1065,VPWR,li1,498.1800,731.6800,1.800000
FILLER_265_1063,VPWR,li1,494.7300,731.6800,1.800000
FILLER_265_1057,VPWR,li1,493.1200,731.6800,1.800000
FILLER_265_1045,VPWR,li1,488.9800,731.6800,1.800000
FILLER_265_1033,VPWR,li1,483.4600,731.6800,1.800000
FILLER_265_1021,VPWR,li1,477.9400,731.6800,1.800000
FILLER_265_1009,VPWR,li1,472.4200,731.6800,1.800000
FILLER_265_1007,VPWR,li1,468.9700,731.6800,1.800000
FILLER_265_1001,VPWR,li1,467.3600,731.6800,1.800000
FILLER_265_989,VPWR,li1,463.2200,731.6800,1.800000
FILLER_265_977,VPWR,li1,457.7000,731.6800,1.800000
FILLER_265_965,VPWR,li1,452.1800,731.6800,1.800000
FILLER_265_953,VPWR,li1,446.6600,731.6800,1.800000
FILLER_265_951,VPWR,li1,443.2100,731.6800,1.800000
FILLER_265_945,VPWR,li1,441.6000,731.6800,1.800000
FILLER_265_933,VPWR,li1,437.4600,731.6800,1.800000
