Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_127_1189,VPWR,li1,552.6900,356.3200,1.800000
FILLER_127_1177,VPWR,li1,549.7000,356.3200,1.800000
FILLER_127_1173,VPWR,li1,545.7900,356.3200,1.800000
FILLER_127_1161,VPWR,li1,542.3400,356.3200,1.800000
FILLER_127_1149,VPWR,li1,536.8200,356.3200,1.800000
FILLER_127_1145,VPWR,li1,532.9100,356.3200,1.800000
FILLER_127_1133,VPWR,li1,529.4600,356.3200,1.800000
FILLER_127_1121,VPWR,li1,523.9400,356.3200,1.800000
FILLER_127_1117,VPWR,li1,520.0300,356.3200,1.800000
FILLER_127_1105,VPWR,li1,516.5800,356.3200,1.800000
FILLER_127_1093,VPWR,li1,511.0600,356.3200,1.800000
FILLER_127_1089,VPWR,li1,507.1500,356.3200,1.800000
FILLER_127_1077,VPWR,li1,503.7000,356.3200,1.800000
FILLER_127_1065,VPWR,li1,498.1800,356.3200,1.800000
FILLER_127_1061,VPWR,li1,494.2700,356.3200,1.800000
FILLER_127_1049,VPWR,li1,490.8200,356.3200,1.800000
FILLER_127_1037,VPWR,li1,485.3000,356.3200,1.800000
FILLER_127_1033,VPWR,li1,481.3900,356.3200,1.800000
FILLER_127_1021,VPWR,li1,477.9400,356.3200,1.800000
FILLER_127_1009,VPWR,li1,472.4200,356.3200,1.800000
FILLER_127_1005,VPWR,li1,468.5100,356.3200,1.800000
FILLER_127_993,VPWR,li1,465.0600,356.3200,1.800000
FILLER_127_981,VPWR,li1,459.5400,356.3200,1.800000
FILLER_127_977,VPWR,li1,455.6300,356.3200,1.800000
FILLER_127_965,VPWR,li1,452.1800,356.3200,1.800000
FILLER_127_953,VPWR,li1,446.6600,356.3200,1.800000
FILLER_127_949,VPWR,li1,442.7500,356.3200,1.800000
FILLER_127_937,VPWR,li1,439.3000,356.3200,1.800000
FILLER_127_925,VPWR,li1,433.7800,356.3200,1.800000
FILLER_127_921,VPWR,li1,429.8700,356.3200,1.800000
FILLER_127_909,VPWR,li1,426.4200,356.3200,1.800000
FILLER_127_897,VPWR,li1,420.9000,356.3200,1.800000
FILLER_127_893,VPWR,li1,416.9900,356.3200,1.800000
FILLER_127_881,VPWR,li1,413.5400,356.3200,1.800000
FILLER_127_869,VPWR,li1,408.0200,356.3200,1.800000
FILLER_127_865,VPWR,li1,404.1100,356.3200,1.800000
FILLER_127_853,VPWR,li1,400.6600,356.3200,1.800000
FILLER_127_841,VPWR,li1,395.1400,356.3200,1.800000
FILLER_127_839,VPWR,li1,391.6900,356.3200,1.800000
FILLER_127_833,VPWR,li1,390.0800,356.3200,1.800000
FILLER_127_825,VPWR,li1,385.9400,356.3200,1.800000
FILLER_127_813,VPWR,li1,382.2600,356.3200,1.800000
FILLER_127_810,VPWR,li1,378.5800,356.3200,1.800000
FILLER_127_798,VPWR,li1,375.3600,356.3200,1.800000
FILLER_127_793,VPWR,li1,370.5300,356.3200,1.800000
FILLER_127_785,VPWR,li1,368.4600,356.3200,1.800000
FILLER_127_782,VPWR,li1,365.7000,356.3200,1.800000
FILLER_127_770,VPWR,li1,362.4800,356.3200,1.800000
FILLER_127_765,VPWR,li1,357.6500,356.3200,1.800000
FILLER_127_757,VPWR,li1,355.5800,356.3200,1.800000
FILLER_127_755,VPWR,li1,353.0500,356.3200,1.800000
FILLER_127_749,VPWR,li1,351.4400,356.3200,1.800000
FILLER_127_741,VPWR,li1,347.3000,356.3200,1.800000
FILLER_127_729,VPWR,li1,343.6200,356.3200,1.800000
FILLER_127_721,VPWR,li1,337.8700,356.3200,1.800000
FILLER_127_713,VPWR,li1,335.3400,356.3200,1.800000
FILLER_127_701,VPWR,li1,330.7400,356.3200,1.800000
FILLER_127_695,VPWR,li1,325.4500,356.3200,1.800000
FILLER_127_691,VPWR,li1,324.3000,356.3200,1.800000
FILLER_127_679,VPWR,li1,320.6200,356.3200,1.800000
FILLER_127_673,VPWR,li1,315.5600,356.3200,1.800000
FILLER_127_670,VPWR,li1,314.1800,356.3200,1.800000
FILLER_127_658,VPWR,li1,310.9600,356.3200,1.800000
FILLER_127_653,VPWR,li1,306.1300,356.3200,1.800000
FILLER_127_645,VPWR,li1,304.0600,356.3200,1.800000
FILLER_127_643,VPWR,li1,301.5300,356.3200,1.800000
FILLER_127_637,VPWR,li1,299.9200,356.3200,1.800000
FILLER_127_629,VPWR,li1,295.7800,356.3200,1.800000
FILLER_127_617,VPWR,li1,292.1000,356.3200,1.800000
FILLER_127_611,VPWR,li1,286.8100,356.3200,1.800000
FILLER_127_607,VPWR,li1,285.6600,356.3200,1.800000
FILLER_127_595,VPWR,li1,281.9800,356.3200,1.800000
FILLER_127_589,VPWR,li1,276.9200,356.3200,1.800000
FILLER_127_586,VPWR,li1,275.5400,356.3200,1.800000
FILLER_127_574,VPWR,li1,272.3200,356.3200,1.800000
FILLER_127_569,VPWR,li1,267.4900,356.3200,1.800000
FILLER_127_561,VPWR,li1,265.4200,356.3200,1.800000
FILLER_127_559,VPWR,li1,262.8900,356.3200,1.800000
FILLER_127_553,VPWR,li1,261.2800,356.3200,1.800000
FILLER_127_545,VPWR,li1,257.1400,356.3200,1.800000
FILLER_127_533,VPWR,li1,253.4600,356.3200,1.800000
FILLER_127_531,VPWR,li1,250.0100,356.3200,1.800000
FILLER_127_525,VPWR,li1,248.4000,356.3200,1.800000
FILLER_127_517,VPWR,li1,244.2600,356.3200,1.800000
FILLER_127_505,VPWR,li1,240.5800,356.3200,1.800000
FILLER_127_497,VPWR,li1,234.8300,356.3200,1.800000
FILLER_127_489,VPWR,li1,232.3000,356.3200,1.800000
FILLER_127_477,VPWR,li1,227.7000,356.3200,1.800000
FILLER_127_469,VPWR,li1,221.9500,356.3200,1.800000
FILLER_127_461,VPWR,li1,219.4200,356.3200,1.800000
FILLER_127_449,VPWR,li1,214.8200,356.3200,1.800000
FILLER_127_445,VPWR,li1,210.9100,356.3200,1.800000
FILLER_127_433,VPWR,li1,207.4600,356.3200,1.800000
FILLER_127_421,VPWR,li1,201.9400,356.3200,1.800000
FILLER_127_417,VPWR,li1,198.0300,356.3200,1.800000
FILLER_127_405,VPWR,li1,194.5800,356.3200,1.800000
FILLER_127_393,VPWR,li1,189.0600,356.3200,1.800000
FILLER_127_389,VPWR,li1,185.1500,356.3200,1.800000
FILLER_127_377,VPWR,li1,181.7000,356.3200,1.800000
FILLER_127_365,VPWR,li1,176.1800,356.3200,1.800000
FILLER_127_361,VPWR,li1,172.2700,356.3200,1.800000
FILLER_127_349,VPWR,li1,168.8200,356.3200,1.800000
FILLER_127_337,VPWR,li1,163.3000,356.3200,1.800000
FILLER_127_333,VPWR,li1,159.3900,356.3200,1.800000
FILLER_127_321,VPWR,li1,155.9400,356.3200,1.800000
FILLER_127_309,VPWR,li1,150.4200,356.3200,1.800000
FILLER_127_305,VPWR,li1,146.5100,356.3200,1.800000
FILLER_127_293,VPWR,li1,143.0600,356.3200,1.800000
FILLER_127_281,VPWR,li1,137.5400,356.3200,1.800000
